,year,company name,car model,km driven,ownership,Fuel,Price,Transmission,Variant,Cities
3245,2012,Hyundai,i10,"65,598",1st Owner,Petrol,"₹3,53,099",Manual,SPORTZ 1.2 KAPPA2 Manual,Mysore
3246,2016,Maruti,Wagon R 1.0,"46,285",2nd Owner,Petrol,"₹2,97,099",Manual,VXI Manual,Nagpur
3247,2013,Hyundai,i20,"35,794",1st Owner,Petrol,"₹3,69,799",Manual,SPORTZ 1.2 VTVT Manual,Nagpur
3248,2016,Maruti,Vitara Brezza,"46,709",1st Owner,Diesel,"₹7,07,399",Manual,VDI Manual,Nagpur
3249,2015,Hyundai,Elite i20,"35,054",2nd Owner,Petrol,"₹5,32,099",Manual,ASTA 1.2 (O) Manual,Nagpur
3250,2018,Maruti,Baleno,"26,255",1st Owner,Petrol,"₹6,33,799",Manual,ALPHA 1.2 K12 Manual,Nagpur
3251,2012,Hyundai,Verna,"2,34,239",1st Owner,Diesel,"₹4,32,199",Manual,FLUIDIC 1.6 SX CRDI Manual,Nagpur
3252,2016,Mahindra,Scorpio,"1,69,997",3rd Owner,Diesel,"₹6,97,699",Manual,S6 PLUS Manual,Nagpur
3253,2018,Hyundai,Verna,"48,785",1st Owner,Diesel,"₹10,17,799",Manual,1.6 SX (O) CRDI MT Manual,Nagpur
3254,2015,Hyundai,Elite i20,"5,694",1st Owner,Petrol,"₹5,61,199",Manual,ASTA 1.2 Manual,Nagpur
3255,2016,Volkswagen,Polo,"28,234",1st Owner,Petrol,"₹4,46,199",Manual,TRENDLINE 1.2L PETROL Manual,Nagpur
3256,2020,Hyundai,GRAND I10 NIOS,"1,716",1st Owner,Petrol,"₹6,13,599",Manual,MAGNA 1.2 MT Manual,Nagpur
3257,2016,Volkswagen,Vento,"35,564",1st Owner,Petrol,"₹7,09,199",Automatic,HIGHLINE PETROL AT Automatic,Nagpur
3258,2013,Toyota,Innova,"2,50,990",2nd Owner,Diesel,"₹6,56,799",Manual,2.5 GX 8 STR BS IV Manual,Nagpur
3259,2017,Honda,WR-V,"17,213",1st Owner,Petrol,"₹7,51,499",Manual,1.2 i-VTEC VX MT Manual,Nagpur
3260,2013,Renault,Duster,"75,158",2nd Owner,Diesel,"₹4,55,899",Manual,85 PS RXL OPT Manual,Nagpur
3261,2018,Toyota,YARIS,"19,757",1st Owner,Petrol,"₹7,28,799",Manual,J MT Manual,Nagpur
3262,2016,Maruti,Swift Dzire,"33,430",1st Owner,Petrol,"₹4,77,899",Manual,VXI 1.2 BS IV Manual,Nagpur
3263,2017,Hyundai,Eon,"42,664",1st Owner,Petrol,"₹3,20,399",Manual,MAGNA PLUS OPTIONAL Manual,Nagpur
3264,2012,Hyundai,i10,"27,564",3rd Owner,Petrol,"₹2,88,899",Automatic,SPORTZ 1.2 AT KAPPA2 Automatic,Nagpur
3265,2014,Maruti,Swift,"68,983",2nd Owner,Petrol,"₹3,71,899",Manual,VXI Manual,Nagpur
3266,2017,Maruti,Dzire,"16,291",1st Owner,Petrol,"₹6,41,799",Manual,VXI Manual,Nagpur
3267,2019,Hyundai,Elite i20,"12,031",1st Owner,Petrol,"₹7,17,399",Manual,ASTA 1.2 (O) Manual,Nagpur
3268,2015,Ford,Ecosport,"97,316",1st Owner,Diesel,"₹5,52,799",Manual,1.5TITANIUM TDCI Manual,Nagpur
3269,2016,Maruti,Ciaz,"87,927",1st Owner,Diesel,"₹6,22,599",Manual,VDI+ SHVS Manual,Nagpur
3270,2014,Hyundai,Grand i10,"50,710",3rd Owner,Petrol,"₹3,35,299",Manual,MAGNA 1.2 VTVT Manual,Nagpur
3271,2012,Maruti,Swift Dzire,"51,599",1st Owner,Diesel,"₹4,34,799",Manual,VDI BS IV Manual,Nagpur
3272,2017,Maruti,Ciaz,"68,828",1st Owner,Diesel,"₹7,11,199",Manual,ZETA 1.3 DDIS SHVS Manual,Nagpur
3273,2012,Maruti,Swift,"86,875",1st Owner,Petrol,"₹3,59,999",Manual,VXI Manual,Nagpur
3274,2012,Maruti,Swift Dzire,"1,41,516",1st Owner,Diesel,"₹3,93,899",Manual,ZDI Manual,Nagpur
3275,2017,Maruti,Swift,"31,731",1st Owner,Diesel,"₹5,52,399",Manual,VDI ABS Manual,Nagpur
3276,2017,Ford,Ecosport,"93,205",1st Owner,Diesel,"₹6,83,199",Manual,1.5TITANIUM TDCI Manual,Nagpur
3277,2015,Hyundai,Grand i10,"28,646",1st Owner,Petrol,"₹4,03,799",Manual,SPORTZ 1.2 KAPPA VTVT Manual,Nagpur
3278,2018,Jeep,Compass,"19,450",1st Owner,Diesel,"₹15,22,899",Manual,2.0 LIMITED Manual,Nagpur
3279,2013,Maruti,Swift Dzire,"1,37,803",1st Owner,Diesel,"₹4,55,799",Manual,VDI BS IV Manual,Nagpur
3280,2020,MG,HECTOR,"5,759",1st Owner,Diesel,"₹17,82,099",,SHARP 2.0 DIESEL,Nagpur
3281,2020,Maruti,S PRESSO,"4,603",1st Owner,Petrol,"₹4,27,599",Manual,VXI PLUS Manual,Nagpur
3282,2019,Maruti,Alto,"6,713",1st Owner,Petrol,"₹3,58,799",Manual,VXI Manual,Nagpur
3283,2017,Hyundai,Grand i10,"6,277",1st Owner,Petrol,"₹4,73,799",Manual,SPORTZ 1.2 KAPPA VTVT Manual,Nagpur
3284,2019,Maruti,Eeco,"5,060",1st Owner,Petrol,"₹4,79,999",Manual,5 STR WITH AC PLUSHTR Manual,Nagpur
3285,2019,Maruti,Eeco,"5,670",1st Owner,Petrol,"₹4,70,199",Manual,5 STR WITH AC PLUSHTR Manual,Nagpur
3286,2019,Maruti,Eeco,"9,904",2nd Owner,Petrol,"₹4,23,499",Manual,5 STR WITH AC PLUSHTR Manual,Nagpur
3287,2018,Maruti,Wagon R 1.0,"19,530",1st Owner,Petrol,"₹4,42,299",Automatic,VXI AMT Automatic,Nagpur
3288,2017,Maruti,Wagon R 1.0,"35,592",1st Owner,Petrol,"₹4,21,999",Manual,VXI Manual,Nagpur
3289,2017,Maruti,Alto 800,"50,912",1st Owner,Petrol,"₹2,80,499",Manual,LXI OPT Manual,Nagpur
3290,2015,Maruti,Wagon R 1.0,"23,370",1st Owner,Petrol,"₹3,72,399",Manual,VXI Manual,Nagpur
3291,2018,Maruti,Alto 800,"12,730",1st Owner,Petrol,"₹3,13,699",Manual,LXI Manual,Nagpur
3292,2020,Maruti,Alto,"1,517",1st Owner,Petrol,"₹4,11,499",Manual,VXI Manual,Nagpur
3293,2018,Maruti,Alto K10,"10,313",1st Owner,Petrol,"₹3,95,499",Manual,VXI (O) AMT Manual,Nagpur
3294,2018,Maruti,Alto 800,"24,408",1st Owner,Petrol,"₹3,35,999",Manual,LXI Manual,Nagpur
3295,2014,Hyundai,Eon,"54,770",2nd Owner,Petrol,"₹2,32,299",Manual,ERA PLUS Manual,Nagpur
3296,2018,Ford,Ecosport,"42,581",1st Owner,Diesel,"₹8,49,899",Manual,1.5TITANIUM TDCI Manual,Nagpur
3297,2014,Maruti,Wagon R 1.0,"36,064",1st Owner,Petrol,"₹3,21,799",Manual,VXI Manual,Nagpur
3298,2018,Hyundai,Verna,"31,104",1st Owner,Petrol,"₹7,25,399",Manual,1.4 VTVT E Manual,Nagpur
3299,2014,Maruti,Swift,"15,990",1st Owner,Petrol,"₹4,09,999",Manual,VXI Manual,Nagpur
3300,2016,Hyundai,Creta,"46,065",1st Owner,Diesel,"₹7,72,399",Manual,1.4 S CRDI Manual,Nagpur
3301,2016,Maruti,Ciaz,"36,430",1st Owner,Diesel,"₹6,27,099",Manual,VDI+ SHVS Manual,Nagpur
3302,2014,Maruti,Ertiga,"86,390",2nd Owner,Diesel,"₹5,78,399",Manual,VDI ABS Manual,Nagpur
3303,2015,Maruti,Wagon R 1.0,"26,067",1st Owner,Petrol,"₹3,46,099",Manual,VXI Manual,Nagpur
3304,2018,Maruti,Vitara Brezza,"14,232",1st Owner,Diesel,"₹7,77,399",Manual,ZDI Manual,Nagpur
3305,2017,Maruti,Dzire,"16,137",1st Owner,Diesel,"₹7,03,699",Manual,ZDI Manual,Nagpur
3306,2013,Maruti,Swift Dzire,"1,99,387",2nd Owner,Diesel,"₹3,60,599",Manual,VDI BS IV Manual,Nagpur
3307,2017,Hyundai,Grand i10,"22,025",1st Owner,Petrol,"₹4,65,499",Manual,SPORTZ 1.2 KAPPA VTVT Manual,Nagpur
3308,2018,Ford,Ecosport,"86,958",1st Owner,Diesel,"₹8,08,499",Manual,1.5TITANIUM TDCI Manual,Nagpur
3309,2013,Honda,Brio,"33,133",1st Owner,Petrol,"₹3,23,699",Manual,1.2 S MT I VTEC Manual,Nagpur
3310,2011,Ford,Figo,"1,32,110",1st Owner,Diesel,"₹2,09,599",Manual,1.4 TITANIUM DURATORQ Manual,Nagpur
3311,2014,Hyundai,i20,"64,546",2nd Owner,Diesel,"₹4,00,499",Manual,SPORTZ 1.4 CRDI Manual,Nagpur
3312,2011,Maruti,Wagon R 1.0,"74,220",2nd Owner,Petrol + CNG,"₹2,21,499",Manual,LXI CNG Manual,Nasik
3313,2008,Toyota,Innova,"1,82,406",2nd Owner,Diesel,"₹3,37,199",Manual,2.5 G4 8 STR Manual,Nasik
3314,2016,Renault,Kwid,"48,597",2nd Owner,Petrol,"₹2,34,899",Manual,RXT Manual,Nasik
3315,2013,Hyundai,i20,"34,625",1st Owner,Petrol,"₹3,55,199",Manual,MAGNA O 1.2 Manual,Nasik
3316,2016,Hyundai,Tucson New,"1,13,116",2nd Owner,Diesel,"₹12,58,099",Automatic,2WD AT GLS DIESEL Automatic,Nasik
3317,2016,Hyundai,Elite i20,"61,932",1st Owner,Diesel,"₹6,49,599",Manual,1.4 CRDI ASTA (O) Manual,Nasik
3318,2016,Mahindra,Kuv100,"31,278",1st Owner,Diesel,"₹4,29,599",Manual,K8 D 6 STR Manual,Nasik
3319,2016,Volkswagen,Ameo,"24,023",2nd Owner,Petrol,"₹4,64,199",Manual,HIGHLINE 1.2 Manual,Nasik
3320,2016,Hyundai,Creta,"1,16,746",1st Owner,Petrol,"₹8,11,599",Manual,1.6 SX PLUS PETROL Manual,Nasik
3321,2017,Maruti,Baleno,"64,101",1st Owner,Petrol,"₹4,87,499",Manual,DELTA 1.2 K12 Manual,Nasik
3322,2017,Maruti,Baleno,"56,095",1st Owner,Petrol,"₹4,87,799",Manual,DELTA 1.2 K12 Manual,Nasik
3323,2011,Maruti,Swift,"68,471",1st Owner,Diesel,"₹3,57,299",Manual,VDI Manual,Nasik
3324,2014,Maruti,Ertiga,"58,319",1st Owner,Diesel,"₹5,76,099",Manual,VDI ABS Manual,Nasik
3325,2015,Maruti,Swift Dzire,"70,649",1st Owner,Petrol,"₹3,61,799",Manual,VXI 1.2 BS IV Manual,Nasik
3326,2017,Jeep,Compass,"39,917",1st Owner,Diesel,"₹13,24,799",Manual,2.0 LONGITUDE Manual,Nasik
3327,2019,Hyundai,VENUE,"20,201",1st Owner,Diesel,"₹10,06,099",Manual,SX(O) CRDi Manual,Nasik
3328,2017,Honda,WR-V,"25,364",2nd Owner,Petrol,"₹5,97,699",Manual,1.2 i-VTEC S MT Manual,Nasik
3329,2020,Maruti,New Wagon-R,"8,464",1st Owner,Petrol,"₹4,95,199",Manual,1.0 LXI (O) Manual,Nasik
3330,2014,Toyota,Innova,"1,21,994",1st Owner,Diesel,"₹8,90,199",Manual,2.5 VX 8 STR BS IV Manual,Nasik
3331,2014,Maruti,Wagon R 1.0,"1,37,757",1st Owner,Petrol,"₹3,08,999",Manual,VXI Manual,Nasik
3332,2013,Maruti,Ritz,"50,379",2nd Owner,Petrol,"₹2,94,599",Manual,VXI BS IV Manual,Nasik
3333,2014,Maruti,Wagon R 1.0,"49,738",2nd Owner,Petrol,"₹2,73,199",Manual,VXI Manual,Nasik
3334,2016,Hyundai,Creta,"1,12,308",1st Owner,Diesel,"₹9,04,299",Automatic,1.6 CRDI SX PLUS AUTO Automatic,Nasik
3335,2011,Hyundai,i10,"68,630",1st Owner,Petrol,"₹2,19,499",Manual,SPORTZ 1.2 KAPPA2 Manual,Nasik
3336,2016,Maruti,Swift,"55,851",2nd Owner,Petrol,"₹4,39,699",Manual,VXI OPT Manual,Nasik
3337,2020,Hyundai,VENUE,"4,856",1st Owner,Petrol,"₹11,33,199",Automatic,1.0 TURBO GDI SX+ AT Automatic,Nasik
3338,2018,Maruti,Ertiga,"21,367",1st Owner,Petrol,"₹8,48,699",Manual,VXI SMART HYBRID Manual,Nasik
3339,2016,Maruti,Baleno,"39,669",1st Owner,Petrol,"₹5,53,299",Manual,ZETA 1.2 K12 Manual,Nasik
3340,2018,Maruti,Dzire,"21,655",1st Owner,Petrol,"₹6,02,499",Manual,VXI Manual,Nasik
3341,2018,Maruti,Ertiga,"82,809",1st Owner,Diesel,"₹7,88,799",Manual,VDI SHVS Manual,Nasik
3342,2020,KIA,SELTOS,"3,298",1st Owner,Diesel,"₹15,87,999",Manual,HTX 1.5 DIESEL Manual,Nasik
3343,2014,Maruti,Swift Dzire,"56,002",1st Owner,Petrol,"₹4,00,999",Manual,VXI 1.2 BS IV Manual,Nasik
3344,2014,Ford,Ecosport,"64,463",1st Owner,Diesel,"₹5,59,899",Manual,1.5 TITANIUMTDCI OPT Manual,Nasik
3345,2016,Maruti,Swift,"79,244",1st Owner,Diesel,"₹4,60,299",Manual,VDI ABS Manual,Nasik
3346,2012,Maruti,Swift,"91,857",1st Owner,Diesel,"₹3,43,899",Manual,VDI Manual,Nasik
3347,2018,Ford,Ecosport,"8,934",1st Owner,Diesel,"₹8,91,199",Manual,1.5 TITANIUM SIGNATURE (SUNROOF) TDCI Manual,Nasik
3348,2014,Maruti,Swift,"27,064",1st Owner,Petrol,"₹3,99,699",Manual,VXI Manual,Nasik
3349,2015,Maruti,Swift,"80,352",2nd Owner,Petrol,"₹4,32,799",Manual,VXI Manual,Nasik
3350,2013,Maruti,Swift Dzire,"1,09,740",1st Owner,Diesel,"₹4,26,799",Manual,VDI BS IV Manual,Nasik
3351,2017,Hyundai,Creta,"57,035",2nd Owner,Diesel,"₹10,72,399",Automatic,1.6 CRDI SX PLUS AUTO Automatic,Nasik
3352,2013,Maruti,Alto 800,"40,256",1st Owner,Petrol,"₹2,15,099",Manual,LXI Manual,Nasik
3353,2018,Maruti,Alto 800,"17,517",1st Owner,Petrol,"₹3,08,799",Manual,LXI Manual,Nasik
3354,2017,Hyundai,New Elantra,"38,533",1st Owner,Petrol,"₹11,81,799",Automatic,2.0 SX (O) AT Automatic,Nasik
3355,2013,Maruti,Ertiga,"60,318",1st Owner,Petrol,"₹5,43,599",Manual,ZXI Manual,Nasik
3356,2017,Maruti,Baleno,"79,442",1st Owner,Petrol,"₹5,04,499",Manual,ZETA 1.2 K12 Manual,Nasik
3357,2015,Maruti,Wagon R 1.0,"68,732",1st Owner,Petrol,"₹3,42,999",Manual,VXI Manual,Nasik
3358,2014,Maruti,Ertiga,"22,952",1st Owner,Petrol,"₹5,86,799",Manual,ZXI Manual,Nasik
3359,2017,Hyundai,Verna,"27,357",2nd Owner,Petrol,"₹6,41,599",Manual,1.6 SX VTVT Manual,Nasik
3360,2017,Honda,Jazz,"41,851",1st Owner,Petrol,"₹4,94,599",Manual,1.2 SV MT Manual,Nasik
3361,2015,Renault,Lodgy,"34,812",1st Owner,Diesel,"₹4,80,599",Manual,110 PS RXZ 8 STR Manual,Nasik
3362,2019,Maruti,Ertiga,"20,385",1st Owner,Diesel,"₹10,70,099",Manual,ZDI PLUS SHVS Manual,Nasik
3363,2015,Renault,Duster,"1,71,979",1st Owner,Diesel,"₹4,40,399",Manual,85 PS RXE Manual,Nasik
3364,2015,Maruti,S Cross,"71,907",1st Owner,Diesel,"₹6,51,499",Manual,ALPHA 1.6 Manual,Nasik
3365,2017,Datsun,Go Plus,"37,029",1st Owner,Petrol,"₹3,35,699",Manual,T Manual,Nasik
3366,2011,Hyundai,Verna,"49,740",1st Owner,Petrol,"₹3,30,299",Manual,FLUIDIC 1.6 EX VTVT Manual,Nasik
3367,2017,Maruti,Ertiga,"55,497",1st Owner,Diesel,"₹7,16,799",Manual,VDI SHVS Manual,Nasik
3368,2012,Maruti,Alto 800,"77,470",2nd Owner,Petrol,"₹1,93,599",Manual,LXI Manual,Nasik
3369,2012,Maruti,Swift Dzire,"1,18,249",3rd Owner,Diesel,"₹3,43,599",Manual,VDI BS IV Manual,Nasik
3370,2014,Maruti,Swift Dzire,"67,624",1st Owner,Diesel,"₹4,29,299",Manual,VDI BS IV Manual,Nasik
3371,2015,Maruti,Alto 800,"54,832",2nd Owner,Petrol,"₹2,37,499",Manual,LXI Manual,Nasik
3372,2015,Maruti,Swift Dzire,"88,531",1st Owner,Diesel,"₹4,95,099",Manual,ZDI Manual,Nasik
3373,2008,Hyundai,i10,"30,958",1st Owner,Petrol,"₹1,83,699",Manual,SPORTZ 1.2 Manual,Nasik
3374,2013,Hyundai,Eon,"32,158",2nd Owner,Petrol,"₹1,83,799",Manual,D LITE Manual,Nasik
3375,2016,Maruti,Ertiga,"45,759",1st Owner,Diesel,"₹7,53,199",Manual,ZDI SHVS Manual,Nasik
3376,2012,Maruti,A Star,"57,400",1st Owner,Petrol,"₹2,08,399",Manual,VXI Manual,Nasik
3377,2016,Maruti,Vitara Brezza,"92,569",1st Owner,Diesel,"₹6,69,099",Manual,ZDI Manual,Panipat
3378,2017,Maruti,Swift,"25,626",1st Owner,Petrol,"₹5,38,699",Manual,VXI Manual,Panipat
3379,2019,Maruti,Swift,"31,304",1st Owner,Petrol,"₹5,25,499",Manual,VXI Manual,Panipat
3380,2019,Maruti,Dzire,"26,352",1st Owner,Diesel,"₹6,29,899",Manual,VDI Manual,Panipat
3381,2017,Skoda,Rapid,"1,38,467",1st Owner,Diesel,"₹5,99,099",Automatic,1.5 TDI AT STYLE PLUS Automatic,Panipat
3382,2018,Maruti,Vitara Brezza,"34,119",1st Owner,Diesel,"₹6,99,499",Manual,VDI Manual,Panipat
3383,2018,Hyundai,Grand i10,"16,558",1st Owner,Petrol,"₹4,83,399",Manual,MAGNA 1.2 VTVT Manual,Panipat
3384,2012,Maruti,Swift Dzire,"54,918",1st Owner,Diesel,"₹4,55,499",Manual,VDI BS IV Manual,Panipat
3385,2013,Hyundai,Verna,"53,517",1st Owner,Diesel,"₹4,82,299",Manual,FLUIDIC 1.6 SX CRDI OPT Manual,Panipat
3386,2015,Maruti,Swift,"56,552",1st Owner,Diesel,"₹4,68,599",Manual,VDI ABS Manual,Panipat
3387,2020,Hyundai,Verna,"19,158",1st Owner,Petrol,"₹8,86,899",Manual,S PETROL MT Manual,Panipat
3388,2015,Maruti,Swift,"53,260",1st Owner,Diesel,"₹5,98,999",Manual,VDI ABS Manual,Panipat
3389,2016,Maruti,Vitara Brezza,"41,629",1st Owner,Diesel,"₹7,84,299",Manual,VDI OPT Manual,Panipat
3390,2014,Ford,Ecosport,"62,254",1st Owner,Diesel,"₹5,34,299",Manual,1.5TITANIUM TDCI Manual,Panipat
3391,2015,Maruti,Swift,"37,925",1st Owner,Diesel,"₹4,05,199",Manual,VDI ABS Manual,Panipat
3392,2017,Ford,New Figo,"41,678",2nd Owner,Diesel,"₹4,82,699",Manual,1.5 TITANIUM Manual,Panipat
3393,2017,Maruti,Alto 800,"27,919",2nd Owner,Petrol,"₹2,88,799",Manual,LXI Manual,Panipat
3394,2020,Honda,City,"10,322",1st Owner,Petrol,"₹12,71,199",Automatic,ZX CVT Automatic,Panipat
3395,2018,Tata,Tiago,"25,562",1st Owner,Petrol,"₹4,80,999",Manual,XZ 1.2 REVOTRON Manual,Panipat
3396,2017,Maruti,Vitara Brezza,"34,749",1st Owner,Diesel,"₹8,27,899",Manual,VDI OPT Manual,Panipat
3397,2017,Maruti,Alto 800,"63,567",1st Owner,Petrol,"₹3,48,699",Manual,LXI Manual,Panipat
3398,2017,Skoda,Superb,"19,965",1st Owner,Petrol,"₹20,22,899",Automatic,1.8 TSI LK AT Automatic,Panipat
3399,2014,Maruti,Ciaz,"62,366",1st Owner,Diesel,"₹5,25,199",Manual,VDI PLUS Manual,Panipat
3400,2016,Maruti,Vitara Brezza,"70,555",2nd Owner,Diesel,"₹6,54,399",Manual,ZDI Manual,Panipat
3401,2019,Maruti,Ciaz,"7,620",2nd Owner,Petrol,"₹8,25,299",Manual,DELTA 1.5 SHVS VVT MT Manual,Panipat
3402,2014,Toyota,Innova,"86,859",1st Owner,Diesel,"₹7,08,499",Manual,2.5 GX 7 STR BS IV Manual,Panipat
3403,2016,Hyundai,Creta,"95,195",1st Owner,Diesel,"₹8,56,199",Manual,1.6 SX PLUS DIESEL Manual,Panipat
3404,2018,Ford,Ecosport,"21,169",1st Owner,Diesel,"₹8,80,499",Manual,1.5TITANIUM TDCI Manual,Panipat
3405,2017,Tata,Tiago,"80,573",1st Owner,Petrol,"₹4,59,599",Manual,XT 1.2 REVOTRON Manual,Panipat
3406,2015,Maruti,Swift Dzire,"72,380",1st Owner,Diesel,"₹4,80,099",Manual,VDI ABS Manual,Panipat
3407,2014,Ford,Ecosport,"1,27,254",1st Owner,Diesel,"₹4,74,799",Manual,1.5TITANIUM TDCI Manual,Panipat
3408,2017,Maruti,Vitara Brezza,"83,741",1st Owner,Diesel,"₹7,00,299",Manual,VDI OPT Manual,Panipat
3409,2019,Maruti,Alto,"13,299",1st Owner,Petrol,"₹3,55,499",Manual,VXI Manual,Panipat
3410,2018,Maruti,Vitara Brezza,"71,192",1st Owner,Diesel,"₹7,19,399",Manual,VDI OPT Manual,Panipat
3411,2015,Maruti,Swift,"76,264",1st Owner,Diesel,"₹4,55,299",Manual,VDI ABS Manual,Panipat
3412,2015,Maruti,Swift,"1,04,005",1st Owner,Diesel,"₹4,04,899",Manual,VDI ABS Manual,Panipat
3413,2014,Maruti,Swift,"41,996",1st Owner,Diesel,"₹4,12,299",Manual,VDI Manual,Panipat
3414,2014,Maruti,Swift,"1,02,773",1st Owner,Diesel,"₹4,30,299",Manual,VDI Manual,Panipat
3415,2019,Maruti,Alto K10,"8,574",1st Owner,Petrol,"₹4,14,799",Manual,VXI Manual,Panipat
3416,2019,Maruti,Alto 800,"10,316",1st Owner,Petrol,"₹3,78,699",Manual,VXI Manual,Panipat
3417,2011,Hyundai,i20,"44,007",1st Owner,Petrol,"₹2,58,999",Manual,MAGNA O 1.2 Manual,Panipat
3418,2011,Hyundai,i10,"55,623",1st Owner,Petrol,"₹1,88,799",Manual,ERA 1.1 IRDE Manual,Panipat
3419,2016,Hyundai,Grand i10,"26,951",1st Owner,Petrol,"₹4,15,399",Manual,MAGNA 1.2 KAPPA VTVT Manual,Panipat
3420,2009,Maruti,Wagon R,"36,035",1st Owner,Petrol,"₹1,48,199",Manual,LXI MINOR Manual,Panipat
3421,2020,Maruti,Alto,"19,593",1st Owner,Petrol + CNG,"₹3,54,799",Manual,LXI Manual,Panipat
3422,2016,Volkswagen,Vento,"19,369",1st Owner,Petrol,"₹5,73,799",Manual,COMFORTLINE MT PETROL Manual,Panipat
3423,2009,Maruti,Alto,"1,19,227",1st Owner,Petrol,"₹1,26,399",Manual,LXI Manual,Panipat
3424,2012,Maruti,Swift Dzire,"52,479",1st Owner,Diesel,"₹3,79,299",Manual,ZDI Manual,Panipat
3425,2017,Ford,Figo Aspire,"41,186",1st Owner,Petrol,"₹4,60,199",Manual,1.2 TITANIUM PETROL Manual,Panipat
3426,2014,Ssangyong,Rexton,"45,187",2nd Owner,Diesel,"₹6,48,399",Manual,RX 6 Manual,Panipat
3427,2013,Hyundai,Eon,"1,06,269",1st Owner,Petrol,"₹1,93,699",Manual,D LITE PLUS Manual,Panipat
3428,2015,Maruti,Swift Dzire,"61,732",1st Owner,Petrol,"₹4,76,699",Manual,VXI 1.2 BS IV Manual,Panipat
3429,2015,Maruti,Swift,"64,156",1st Owner,Diesel,"₹4,13,399",Manual,VDI ABS Manual,Panipat
3430,2018,Hyundai,Creta,"32,387",1st Owner,Diesel,"₹8,95,399",,1.4 E PLUS CRDI,Panipat
3431,2017,Volkswagen,Ameo,"40,293",2nd Owner,Petrol,"₹5,17,799",Manual,TRENDLINE 1.2 Manual,Panipat
3432,2018,Hyundai,Creta,"39,294",2nd Owner,Petrol,"₹8,98,799",Manual,1.6 E + VTVT Manual,Panipat
3433,2016,Maruti,Vitara Brezza,"1,05,991",1st Owner,Diesel,"₹6,33,799",Manual,ZDI Manual,Panipat
3434,2017,Toyota,Innova Crysta,"85,295",1st Owner,Diesel,"₹14,99,499",Automatic,Touring Sport Diesel AT Automatic,Panipat
3435,2018,Hyundai,Elite i20,"23,758",1st Owner,Petrol,"₹5,56,799",Manual,Magna Executive 1.2 Manual,Panipat
3436,2017,Hyundai,Elite i20,"64,918",1st Owner,Petrol,"₹5,03,999",Manual,SPORTZ 1.2 Manual,Panipat
3437,2017,Maruti,Celerio,"38,235",1st Owner,Petrol,"₹4,10,499",Automatic,ZXI AMT Automatic,Panipat
3438,2016,Maruti,Alto K10,"21,918",1st Owner,Petrol,"₹3,07,099",Manual,VXI OPT Manual,Panipat
3439,2018,Maruti,Eeco,"18,876",2nd Owner,Petrol,"₹3,40,699",Manual,7 STR Manual,Panipat
3440,2018,Maruti,Eeco,"72,019",1st Owner,Petrol,"₹3,29,399",Manual,7 STR Manual,Panipat
3441,2017,Maruti,Baleno,"20,990",1st Owner,Petrol,"₹6,05,699",Manual,DELTA 1.2 K12 Manual,Panipat
3442,2015,Hyundai,Creta,"80,045",2nd Owner,Diesel,"₹7,76,799",Manual,1.6 SX PLUS DIESEL Manual,Panipat
3443,2020,KIA,SELTOS,"5,822",2nd Owner,Petrol,"₹11,33,599",Manual,HTK 1.5 PETROL Manual,Panipat
3444,2019,Maruti,Baleno,"20,976",1st Owner,Petrol,"₹6,91,199",Manual,DELTA 1.2 K12 Manual,Panipat
3445,2018,Maruti,Vitara Brezza,"61,718",1st Owner,Diesel,"₹6,50,599",Manual,VDI Manual,Panipat
3446,2019,Maruti,Baleno,"21,930",1st Owner,Petrol,"₹6,01,799",Manual,DELTA 1.2 K12 Manual,Panipat
3447,2020,MG,HECTOR,"3,094",1st Owner,Petrol,"₹17,04,999",Manual,SHARP HYBIRD PETROL MT Manual,Panipat
3448,2018,Maruti,Vitara Brezza,"60,395",1st Owner,Diesel,"₹6,83,399",Manual,VDI OPT Manual,Panipat
3449,2018,Maruti,Vitara Brezza,"36,116",1st Owner,Diesel,"₹6,86,499",Manual,VDI OPT Manual,Panipat
3450,2019,Maruti,Baleno,"19,525",1st Owner,Petrol,"₹6,44,499",Manual,DELTA 1.2 K12 Manual,Panipat
3451,2017,Maruti,IGNIS,"34,135",1st Owner,Petrol,"₹5,03,799",Manual,ALPHA 1.2 K12 Manual,Panipat
3452,2017,Maruti,Alto 800,"2,335",1st Owner,Petrol,"₹3,11,999",Manual,LXI Manual,Panipat
3453,2018,Maruti,Vitara Brezza,"43,568",2nd Owner,Diesel,"₹7,76,099",Automatic,ZDI AMT Automatic,Panipat
3454,2019,Maruti,Vitara Brezza,"28,137",1st Owner,Diesel,"₹7,92,999",Manual,VDI Manual,Panipat
3455,2016,Hyundai,Elite i20,"78,560",1st Owner,Diesel,"₹5,15,500",Manual,1.4 CRDI ASTA (O) Manual,Panipat
3456,2020,Maruti,S PRESSO,"17,058",1st Owner,Petrol,"₹4,06,299",Manual,VXI PLUS Manual,Panipat
3457,2019,Hyundai,GRAND I10 NIOS,"3,747",1st Owner,Petrol,"₹6,22,699",,Asta Petrol,Panipat
3458,2015,Renault,Kwid,"39,525",1st Owner,Petrol + CNG,"₹2,63,799",Manual,RXT Manual,Panipat
3459,2018,Maruti,Alto 800,"12,083",1st Owner,Petrol,"₹3,11,299",Manual,LXI Manual,Panipat
