,year,company name,car model,km driven,ownership,Fuel,Price,Transmission,Variant,Cities
1123,2015,Hyundai,Grand i10,"57,741",1st Owner,Petrol,"₹5,54,899",Manual,ASTA 1.2 (O) VTVT Manual,Bengaluru
1124,2016,Hyundai,Grand i10,"15,831",1st Owner,Petrol,"₹5,54,699",Manual,ASTA 1.2 (O) VTVT Manual,Bengaluru
1125,2016,Maruti,Wagon R 1.0,"74,510",2nd Owner,Petrol,"₹4,15,799",Manual,VXI Manual,Bengaluru
1126,2017,Renault,Kwid,"27,188",1st Owner,Petrol,"₹4,22,899",Manual,CLIMBER 1.0 AT Manual,Bengaluru
1127,2020,Hyundai,NEW SANTRO,"4,482",1st Owner,Petrol,"₹6,32,499",Manual,1.1 SPORTS AMT Manual,Bengaluru
1128,2018,Maruti,IGNIS,"10,344",1st Owner,Petrol,"₹7,13,599",Automatic,ALPHA 1.2 K12 AMT Automatic,Bengaluru
1129,2017,Renault,Kwid,"15,883",1st Owner,Petrol,"₹4,18,899",Manual,RXL1.0 EASY-R AT Manual,Bengaluru
1130,2015,Hyundai,Grand i10,"35,879",2nd Owner,Petrol,"₹4,48,299",Manual,ASTA AT 1.2 KAPPA VTVT Manual,Bengaluru
1131,2016,Hyundai,Grand i10,"16,805",1st Owner,Petrol,"₹5,28,999",Manual,ASTA 1.2 (O) VTVT Manual,Bengaluru
1132,2019,Maruti,Celerio,"21,303",2nd Owner,Petrol,"₹5,56,599",Manual,ZXI OPT Manual,Bengaluru
1133,2016,Hyundai,Grand i10,120,1st Owner,Petrol,"₹5,41,099",Manual,SPORTS 1.2 VTVT Manual,Bengaluru
1134,2016,Maruti,Eeco,"22,828",1st Owner,Petrol,"₹3,76,399",Manual,5 STR Manual,Bengaluru
1135,2016,Hyundai,i10,"14,315",2nd Owner,Petrol,"₹4,38,699",Manual,SPORTZ 1.1 IRDE2 Manual,Bengaluru
1136,2018,Maruti,Celerio,"19,995",1st Owner,Petrol,"₹5,22,099",Automatic,VXI (O) AMT Automatic,Bengaluru
1137,2014,Maruti,Wagon R 1.0,"46,679",2nd Owner,Petrol,"₹3,58,299",Manual,VXI Manual,Bengaluru
1138,2015,Maruti,Celerio,"63,466",2nd Owner,Petrol,"₹4,49,599",Manual,VXI Manual,Bengaluru
1139,2012,Hyundai,i10,"48,208",1st Owner,Petrol,"₹3,76,699",Manual,SPORTZ 1.2 KAPPA2 Manual,Bengaluru
1140,2017,Maruti,Eeco,"31,060",2nd Owner,Petrol,"₹4,03,499",Manual,5 STR WITH AC PLUSHTR Manual,Bengaluru
1141,2011,Hyundai,i10,"81,717",2nd Owner,Petrol,"₹3,90,799",Manual,SPORTZ 1.2 KAPPA2 Manual,Bengaluru
1142,2015,Maruti,Alto 800,"38,512",1st Owner,Petrol,"₹3,04,999",Manual,LXI Manual,Bengaluru
1143,2014,Maruti,Alto K10,"1,16,043",1st Owner,Petrol,"₹3,36,399",Manual,VXI Manual,Bengaluru
1144,2014,Hyundai,i10,"49,305",2nd Owner,Petrol,"₹4,07,299",Manual,SPORTZ 1.1 IRDE2 Manual,Bengaluru
1145,2016,Maruti,Celerio,"3,171",1st Owner,Petrol,"₹4,67,399",Manual,VXI Manual,Bengaluru
1146,2011,Maruti,Ritz,"62,517",1st Owner,Petrol,"₹3,70,499",Manual,VXI BS IV Manual,Bengaluru
1147,2012,Maruti,Alto K10,"11,095",1st Owner,Petrol,"₹2,73,999",Manual,LXI Manual,Bengaluru
1148,2013,Maruti,Ritz,"37,930",1st Owner,Petrol,"₹4,09,599",Manual,VXI BS IV Manual,Bengaluru
1149,2012,Maruti,Alto K10,"42,382",1st Owner,Petrol,"₹2,98,099",Manual,VXI Manual,Bengaluru
1150,2015,Skoda,Octavia,"55,087",1st Owner,Diesel,"₹13,22,899",Automatic,ELEGANCE 2.0 TDI CR AT Automatic,Bengaluru
1151,2015,Maruti,Celerio,"26,809",1st Owner,Petrol,"₹4,52,899",Automatic,ZXI AMT Automatic,Bengaluru
1152,2019,Maruti,Eeco,"24,484",1st Owner,Petrol,"₹4,57,999",Manual,5 STR WITH AC PLUSHTR Manual,Bengaluru
1153,2019,Maruti,Eeco,"27,918",1st Owner,Petrol,"₹4,41,199",Manual,5 STR WITH AC PLUSHTR Manual,Bengaluru
1154,2016,Maruti,Alto 800,"17,173",2nd Owner,Petrol,"₹3,14,199",Manual,LXI Manual,Bengaluru
1155,2012,Maruti,Ritz,"51,781",2nd Owner,Diesel,"₹4,17,499",Manual,VDI Manual,Bengaluru
1156,2014,Maruti,Wagon R 1.0,"45,572",1st Owner,Petrol,"₹4,39,699",Manual,VXI Manual,Bengaluru
1157,2015,Maruti,Wagon R 1.0,"15,893",2nd Owner,Petrol,"₹4,21,499",Manual,VXI Manual,Bengaluru
1158,2019,Maruti,Eeco,"8,409",1st Owner,Petrol,"₹4,93,699",Manual,5 STR WITH AC PLUSHTR Manual,Bengaluru
1159,2011,Maruti,Ritz,"33,079",1st Owner,Petrol,"₹4,67,599",Manual,ZXI Manual,Bengaluru
1160,2014,Maruti,Ritz,"27,307",1st Owner,Petrol,"₹4,52,099",Manual,ZXI ABS Manual,Bengaluru
1161,2017,Maruti,Alto 800,"6,290",2nd Owner,Petrol,"₹3,43,999",Manual,VXI Manual,Bengaluru
1162,2015,Maruti,Alto K10,"22,584",2nd Owner,Petrol,"₹3,53,699",Manual,VXI Manual,Bengaluru
1163,2016,Maruti,Alto K10,"29,240",1st Owner,Petrol,"₹4,00,599",Manual,VXI (O) AMT Manual,Bengaluru
1164,2016,Maruti,Alto K10,"22,469",1st Owner,Petrol,"₹3,88,599",Manual,VXI AMT Manual,Bengaluru
1165,2014,Honda,Mobilio,"70,926",1st Owner,Petrol,"₹5,67,799",Manual,1.5 V OPT. I VTEC Manual,Bengaluru
1166,2017,Hyundai,Verna,"27,190",1st Owner,Petrol,"₹8,15,499",Manual,1.6 SX VTVT Manual,Bengaluru
1167,2009,Hyundai,i20,"42,118",2nd Owner,Petrol,"₹3,25,399",Manual,MAGNA 1.2 VTVT Manual,Bengaluru
1168,2016,Maruti,Celerio,"42,560",1st Owner,Petrol,"₹4,34,399",Automatic,VXI AMT Automatic,Bengaluru
1169,2017,Volkswagen,Polo,"41,866",1st Owner,Petrol,"₹8,38,899",Automatic,GT TSI 1.2 PETROL AT Automatic,Bengaluru
1170,2017,Renault,Kwid,"26,686",1st Owner,Petrol,"₹4,49,899",Manual,CLIMBER 1.0 AT Manual,Bengaluru
1171,2017,Maruti,Swift,"56,166",2nd Owner,Petrol,"₹5,96,099",Manual,ZXI Manual,Bengaluru
1172,2014,Hyundai,Grand i10,"80,080",1st Owner,Petrol,"₹4,69,299",Automatic,ASTA 1.2 AT VTVT Automatic,Bengaluru
1173,2018,Maruti,Alto K10,"4,074",1st Owner,Petrol,"₹4,15,299",Manual,VXI (O) AMT Manual,Bengaluru
1174,2015,Hyundai,i20 Active,"59,460",1st Owner,Petrol,"₹6,00,799",Manual,1.2 S Manual,Bengaluru
1175,2017,Hyundai,Tucson New,"34,941",1st Owner,Diesel,"₹20,67,099",Automatic,4WD AT GLS DIESEL Automatic,Bengaluru
1176,2011,Maruti,Ritz,"71,856",2nd Owner,Diesel,"₹3,35,799",Manual,VDI Manual,Bengaluru
1177,2012,Maruti,Swift,"63,247",1st Owner,Petrol,"₹4,08,499",Manual,VXI Manual,Bengaluru
1178,2012,Maruti,Wagon R 1.0,"56,101",1st Owner,Petrol,"₹3,25,299",Manual,VXI Manual,Bengaluru
1179,2017,Honda,City,"18,986",1st Owner,Petrol,"₹8,07,399",Manual,V MT PETROL Manual,Bengaluru
1180,2015,Hyundai,Elite i20,"57,614",1st Owner,Petrol,"₹6,09,899",Manual,ASTA 1.2 (O) Manual,Bengaluru
1181,2017,Maruti,Eeco,"38,596",1st Owner,Petrol,"₹3,98,499",Manual,5 STR WITH AC PLUSHTR Manual,Bengaluru
1182,2017,Ford,Figo Aspire,"22,645",1st Owner,Petrol,"₹5,57,999",Manual,1.2 TITANIUM PETROL Manual,Bengaluru
1183,2017,Maruti,Dzire,"46,873",1st Owner,Diesel,"₹6,27,699",Automatic,VDI AMT Automatic,Bengaluru
1184,2016,Tata,Tiago,"19,248",2nd Owner,Petrol,"₹4,27,799",Manual,XZ 1.2 REVOTRON Manual,Bengaluru
1185,2014,Maruti,Wagon R 1.0,"57,378",1st Owner,Petrol,"₹3,52,399",Manual,VXI Manual,Bengaluru
1186,2016,Maruti,Wagon R 1.0,"27,459",2nd Owner,Petrol,"₹3,98,599",Manual,VXI Manual,Bengaluru
1187,2019,Maruti,New Wagon-R,"19,182",1st Owner,Petrol,"₹5,03,499",,VXI (O)1.OL AGS,Bengaluru
1188,2014,Toyota,Innova,"60,580",2nd Owner,Diesel,"₹13,49,699",Manual,2.5 ZX 7 STR BS IV Manual,Bengaluru
1189,2016,Maruti,Baleno,"65,255",1st Owner,Petrol,"₹6,15,899",Manual,ZETA 1.2 K12 Manual,Bengaluru
1190,2016,Maruti,Celerio,"35,109",1st Owner,Petrol,"₹4,40,199",Manual,VXI Manual,Bengaluru
1191,2018,Maruti,Eeco,"32,068",1st Owner,Petrol,"₹3,87,999",Manual,5 STR WITH AC PLUSHTR Manual,Bengaluru
1192,2014,Skoda,Rapid,"90,560",2nd Owner,Petrol,"₹4,50,399",Manual,AMBITION 1.6 MPI MT PLUS Manual,Bengaluru
1193,2015,Hyundai,Elite i20,"92,769",1st Owner,Diesel,"₹6,42,199",Manual,ASTA 1.4 CRDI Manual,Bengaluru
1194,2016,Ford,Ecosport,"37,222",1st Owner,Petrol,"₹5,96,799",Manual,1.0 ECOBOOST TITANIUM OPT Manual,Bengaluru
1195,2018,Maruti,Swift,"28,532",1st Owner,Petrol,"₹6,07,499",Manual,VXI Manual,Bengaluru
1196,2020,Renault,TRIBER,"8,050",1st Owner,Petrol,"₹7,81,799",Automatic,RXZ AT Automatic,Bengaluru
1197,2017,Volkswagen,Polo,"35,781",1st Owner,Petrol,"₹6,95,099",Manual,HIGHLINE1.2L PETROL Manual,Bengaluru
1198,2017,Maruti,Celerio,"36,893",1st Owner,Petrol,"₹4,54,899",Manual,ZXI Manual,Bengaluru
1199,2018,Maruti,Swift,"27,867",1st Owner,Petrol,"₹6,22,599",Manual,VXI Manual,Bengaluru
1200,2017,Maruti,Celerio,"45,379",1st Owner,Petrol,"₹4,57,199",Automatic,ZXI OPT AMT Automatic,Bengaluru
1201,2017,Maruti,Celerio,"35,492",1st Owner,Petrol,"₹4,56,499",Automatic,VXI AMT Automatic,Bengaluru
1202,2016,Hyundai,Elite i20,"33,068",2nd Owner,Petrol,"₹6,07,499",Manual,ASTA 1.2 Manual,Bengaluru
1203,2019,Ford,FREESTYLE,"14,523",1st Owner,Petrol,"₹6,66,999",Manual,TITANIUM 1.2 TI-VCT MT Manual,Bengaluru
1204,2018,Volkswagen,Ameo,"14,079",2nd Owner,Petrol,"₹6,15,699",Manual,HIGHLINE PLUS 1.0 Manual,Bengaluru
1205,2018,Maruti,Swift,"50,630",1st Owner,Diesel,"₹7,14,499",Automatic,ZDI AMT Automatic,Bengaluru
1206,2018,Maruti,Eeco,"17,010",1st Owner,Petrol,"₹4,14,599",Manual,5 STR WITH AC PLUSHTR Manual,Bengaluru
1207,2012,Ford,Figo,"26,224",1st Owner,Petrol,"₹3,94,799",Manual,1.2 TITANIUM DURATEC Manual,Bengaluru
1208,2021,Tata,Tiago,"6,217",1st Owner,Petrol,"₹7,05,599",Manual,XZ+ 1.2 Revotron Manual,Bengaluru
1209,2017,Honda,City,"27,403",2nd Owner,Petrol,"₹8,58,799",Manual,V MT PETROL Manual,Bengaluru
1210,2016,Maruti,Baleno,"33,724",1st Owner,Petrol,"₹6,15,799",Manual,DELTA 1.2 K12 Manual,Bengaluru
1211,2017,Honda,WR-V,"57,837",1st Owner,Petrol,"₹6,81,599",Manual,1.2 i-VTEC VX MT Manual,Bengaluru
1212,2018,Tata,NEXON,"33,996",1st Owner,Petrol,"₹7,76,899",Manual,XZ+ 1.2 Manual,Bengaluru
1213,2012,Toyota,Etios,"89,408",1st Owner,Petrol,"₹4,93,199",Manual,V Manual,Bengaluru
1214,2015,Ford,Ecosport,"24,599",1st Owner,Petrol,"₹6,14,799",Manual,1.0 TREND+ (ECOBOOST) Manual,Bengaluru
1215,2018,Honda,Amaze,"13,311",1st Owner,Petrol,"₹6,11,999",Manual,1.2 SMT I VTEC Manual,Bengaluru
1216,2018,Hyundai,Elite i20,"63,772",1st Owner,Diesel,"₹8,05,699",Manual,ASTA 1.4 CRDI DUAL TONE Manual,Bengaluru
1217,2014,Maruti,Alto K10,"66,206",1st Owner,Petrol,"₹3,27,899",Manual,VXI Manual,Bengaluru
1218,2014,Maruti,Alto K10,"32,726",1st Owner,Petrol,"₹3,23,599",Manual,VXI Manual,Bengaluru
1219,2017,Ford,New Figo,"16,215",1st Owner,Petrol,"₹5,07,199",Manual,1.2 TITANIUM Manual,Bengaluru
1220,2013,Ford,Ecosport,"68,695",2nd Owner,Petrol,"₹5,59,399",Manual,1.5 TITANIUM TI VCT Manual,Bengaluru
1221,2020,Volkswagen,Vento,"8,464",1st Owner,Petrol,"₹13,47,999",Automatic,HIGHLINE PLUS 1.0 TSI AT Automatic,Bengaluru
1222,2014,Hyundai,i20,"52,550",1st Owner,Petrol,"₹4,83,099",Manual,SPORTZ 1.2 VTVT Manual,Bengaluru
1223,2018,Toyota,YARIS,"58,923",1st Owner,Petrol,"₹8,52,199",Manual,V CVT Manual,Bengaluru
1224,2016,Mahindra,XUV500,"33,057",3rd Owner,Diesel,"₹10,99,199",Automatic,W10 AT Automatic,Bengaluru
1225,2017,Maruti,Vitara Brezza,"53,007",1st Owner,Diesel,"₹7,16,999",Manual,ZDI PLUS DUAL TONE Manual,Bengaluru
1226,2017,Datsun,Redi Go,"10,992",1st Owner,Petrol,"₹2,79,199",Manual,T (O) Manual,Bengaluru
1227,2009,Hyundai,i10,"58,491",2nd Owner,Petrol,"₹2,52,399",Automatic,MAGNA 1.2 AT Automatic,Bengaluru
1228,2017,Maruti,Baleno,"66,816",1st Owner,Petrol,"₹6,55,299",Manual,ZETA 1.2 K12 Manual,Bengaluru
1229,2012,Maruti,Alto,"39,853",2nd Owner,Petrol,"₹2,55,699",Manual,LXI Manual,Bengaluru
1230,2018,Maruti,Alto K10,"5,280",1st Owner,Petrol,"₹4,13,599",Manual,VXI (O) AMT Manual,Bengaluru
1231,2016,Toyota,Corolla Altis,"18,351",2nd Owner,Petrol,"₹10,53,899",Automatic,G AT Automatic,Bengaluru
1232,2018,Tata,Tiago,"13,936",1st Owner,Petrol,"₹5,54,599",Manual,XZ 1.2 REVOTRON Manual,Bengaluru
1233,2018,Ford,Ecosport,"13,002",1st Owner,Petrol,"₹10,68,199",Manual,1.5 TITANIUM SIGNATURE TI VCT (SUNROOF) Manual,Bengaluru
1234,2019,Maruti,Vitara Brezza,"27,498",1st Owner,Diesel,"₹8,48,399",Manual,VDI Manual,Bengaluru
1235,2012,Hyundai,i20,"57,484",1st Owner,Petrol,"₹4,58,499",Manual,SPORTZ 1.2 VTVT Manual,Bengaluru
1236,2016,Ford,Ecosport,"31,870",1st Owner,Diesel,"₹7,12,099",Manual,1.5 TREND+ TDCI Manual,Bengaluru
1237,2013,Hyundai,i20,"1,08,945",1st Owner,Diesel,"₹4,23,599",Manual,MAGNA O 1.4 CRDI Manual,Bengaluru
1238,2016,Honda,Jazz,"27,819",1st Owner,Petrol,"₹6,42,999",Manual,1.2 V MT Manual,Bengaluru
1239,2018,Honda,WR-V,"54,689",1st Owner,Petrol,"₹7,30,999",Manual,1.2 i-VTEC VX MT Manual,Bengaluru
1240,2018,Maruti,Dzire,"69,361",1st Owner,Diesel,"₹6,30,399",Manual,VDI Manual,Bengaluru
1241,2018,Renault,Kwid,"11,083",1st Owner,Petrol,"₹4,12,099",Automatic,RXT 1.0 EASY-R AT OPTION Automatic,Bengaluru
1242,2011,Hyundai,Santro Xing,"70,009",2nd Owner,Petrol,"₹2,57,899",Manual,GL PLUS Manual,Bengaluru
1243,2016,Hyundai,Grand i10,"5,214",1st Owner,Petrol,"₹5,05,599",Manual,SPORTS 1.2 VTVT Manual,Bengaluru
1244,2019,Ford,Ecosport,"17,363",1st Owner,Petrol,"₹8,58,399",Manual,1.5 TITANIUM TI VCT Manual,Bengaluru
1245,2019,Renault,Kwid,"12,449",1st Owner,Petrol,"₹4,36,999",,CLIMBER 1.0 AT,Bengaluru
1246,2017,Hyundai,Grand i10,"12,908",1st Owner,Petrol,"₹4,75,099",Manual,MAGNA 1.2 VTVT Manual,Bengaluru
1247,2017,Hyundai,Grand i10,"14,578",2nd Owner,Petrol,"₹5,20,899",Manual,SPORTS 1.2 VTVT Manual,Bengaluru
1248,2017,Hyundai,Grand i10,"37,049",1st Owner,Petrol,"₹4,46,299",Manual,MAGNA 1.2 VTVT Manual,Bengaluru
1249,2020,Tata,Tiago,"7,771",1st Owner,Petrol,"₹6,01,599",Manual,XZ+ 1.2 Revotron Manual,Bengaluru
1250,2012,Maruti,Swift Dzire,"1,30,343",1st Owner,Diesel,"₹4,45,199",Manual,VDI BS IV Manual,Bengaluru
1251,2014,Maruti,Swift Dzire,"79,550",2nd Owner,Diesel,"₹5,41,599",Manual,VDI BS IV Manual,Bengaluru
1252,2014,Maruti,Swift Dzire,"33,716",2nd Owner,Petrol,"₹5,01,999",Automatic,VXI AMT Automatic,Bengaluru
1253,2019,Hyundai,NEW SANTRO,"16,387",1st Owner,Petrol,"₹5,06,499",Manual,SPORTZ 1.1 Manual,Bengaluru
1254,2016,Hyundai,Grand i10,"37,823",1st Owner,Petrol,"₹4,80,299",Manual,SPORTZ 1.2 KAPPA VTVT Manual,Bengaluru
1255,2016,Maruti,Wagon R 1.0,"17,120",2nd Owner,Petrol,"₹4,02,599",Manual,VXI Manual,Bengaluru
1256,2016,Maruti,Alto 800,"13,482",1st Owner,Petrol,"₹3,68,599",Manual,VXI Manual,Bengaluru
1257,2014,Hyundai,Grand i10,"38,708",1st Owner,Petrol,"₹3,82,299",Manual,MAGNA 1.2 VTVT Manual,Bengaluru
1258,2016,Maruti,S Cross,"14,895",1st Owner,Diesel,"₹7,70,099",Manual,ZETA 1.3 Manual,Bengaluru
1259,2016,Mahindra,Kuv100,"22,163",1st Owner,Petrol,"₹4,34,999",Manual,K6 6 STR Manual,Bengaluru
1260,2020,Tata,NEXON,"35,736",1st Owner,Petrol,"₹10,45,999",Manual,XZ+ OPT PETROL Manual,Bengaluru
1261,2012,Ford,Figo,"71,515",1st Owner,Diesel,"₹3,33,599",Manual,1.4 EXI DURATORQ Manual,Bengaluru
1262,2017,Renault,Duster,"22,087",1st Owner,Diesel,"₹8,90,599",Manual,RXZ 85 PS DIESEL Manual,Bengaluru
1263,2017,Tata,Hexa,"50,519",1st Owner,Diesel,"₹13,22,899",Automatic,Varicor 400 XTA Automatic,Bengaluru
1264,2014,Maruti,Alto 800,"21,666",1st Owner,Petrol,"₹2,99,399",Manual,LXI Manual,Bengaluru
1265,2017,Renault,Kwid,"14,193",1st Owner,Petrol,"₹3,81,799",Automatic,RXT 1.0 EASY-R AT OPTION Automatic,Bengaluru
1266,2018,Maruti,Alto K10,"5,315",1st Owner,Petrol,"₹4,01,099",Manual,VXI (O) AMT Manual,Bengaluru
1267,2017,Honda,WR-V,"44,150",1st Owner,Petrol,"₹7,08,899",Manual,1.2 i-VTEC VX MT Manual,Bengaluru
1268,2018,Ford,Ecosport,"29,824",1st Owner,Diesel,"₹9,23,299",Manual,1.5 TDCI TITANIUM PLUS Manual,Bengaluru
1269,2017,Honda,Jazz,"64,497",2nd Owner,Petrol,"₹6,33,799",Automatic,1.2 V AT Automatic,Hyderabad
1270,2012,Maruti,Zen Estilo,"54,445",1st Owner,Petrol,"₹2,95,599",Manual,VXI Manual,Hyderabad
1271,2012,Maruti,Ritz,"1,16,534",2nd Owner,Petrol,"₹3,14,399",Manual,VXI ABS Manual,Hyderabad
1272,2019,Maruti,Vitara Brezza,"47,557",1st Owner,Diesel,"₹10,18,399",Manual,ZDI PLUS DUAL TONE Manual,Hyderabad
1273,2019,Maruti,Eeco,"9,338",2nd Owner,Petrol,"₹4,56,199",Manual,5 STR WITH AC PLUSHTR Manual,Hyderabad
1274,2015,Maruti,Alto K10,"30,557",1st Owner,Petrol,"₹2,80,099",Manual,VXI Manual,Hyderabad
1275,2018,Maruti,Vitara Brezza,"88,052",2nd Owner,Diesel,"₹8,40,999",Automatic,ZDI AMT Automatic,Hyderabad
1276,2017,Honda,Jazz,"75,366",2nd Owner,Petrol,"₹5,74,199",Manual,VX 1.2 Manual,Hyderabad
1277,2016,Hyundai,Grand i10,"63,674",1st Owner,Petrol,"₹4,27,999",Manual,MAGNA 1.2 VTVT Manual,Hyderabad
1278,2019,Hyundai,NEW SANTRO,"36,126",1st Owner,Petrol + CNG,"₹4,76,399",,1.1 SPORTS MT CNG,Hyderabad
1279,2015,Maruti,Celerio,"45,509",2nd Owner,Petrol,"₹3,68,399",Manual,ZXI OPT Manual,Hyderabad
1280,2014,Honda,City,"40,798",1st Owner,Petrol,"₹5,57,399",Manual,V MT PETROL Manual,Hyderabad
1281,2015,Maruti,Alto K10,"33,751",1st Owner,Petrol,"₹2,82,099",Manual,VXI Manual,Hyderabad
1282,2015,Maruti,Alto 800,"47,374",1st Owner,Petrol,"₹2,69,099",Manual,VXI Manual,Hyderabad
1283,2017,Maruti,Swift Dzire,"19,935",1st Owner,Diesel,"₹6,68,199",Manual,VDI OPT Manual,Hyderabad
1284,2020,Hyundai,GRAND I10 NIOS,"11,947",1st Owner,Petrol,"₹6,61,299",Automatic,SPORTZ 1.2 AT Automatic,Hyderabad
1285,2016,Hyundai,Verna,"83,328",1st Owner,Petrol,"₹6,52,299",Manual,FLUIDIC 1.6 SX VTVT OPT Manual,Hyderabad
1286,2019,Toyota,Innova Crysta,"1,87,298",1st Owner,Diesel,"₹14,65,799",Manual,2.4 GX 8 STR Manual,Hyderabad
1287,2010,Hyundai,i10,"24,013",1st Owner,Petrol,"₹3,03,499",Manual,MAGNA 1.2 Manual,Hyderabad
1288,2019,Renault,Kwid,"31,559",1st Owner,Petrol,"₹4,07,599",Manual,1.0 RXT Opt Manual,Hyderabad
1289,2018,Maruti,Swift,"18,581",1st Owner,Petrol,"₹6,62,099",Automatic,ZXI AMT Automatic,Hyderabad
1290,2017,Maruti,Swift,"29,996",2nd Owner,Petrol,"₹5,10,299",Manual,VXI OPT Manual,Hyderabad
1291,2016,Hyundai,i20 Active,"57,997",1st Owner,Diesel,"₹6,60,699",Manual,1.4 SX Manual,Hyderabad
1292,2017,Maruti,Dzire,"49,145",1st Owner,Diesel,"₹6,63,499",Automatic,ZDI Plus AMT Automatic,Hyderabad
1293,2016,Maruti,Vitara Brezza,"1,53,631",1st Owner,Diesel,"₹6,54,499",Manual,VDI Manual,Hyderabad
1294,2017,Volkswagen,Polo,"38,926",1st Owner,Diesel,"₹6,18,599",Manual,HIGHLINE1.5L DIESEL Manual,Hyderabad
1295,2016,Hyundai,Elite i20,"24,365",1st Owner,Petrol,"₹6,20,199",,Sportz 1.2 VTVT MT,Hyderabad
1296,2017,Maruti,Alto 800,"35,080",1st Owner,Petrol,"₹3,03,299",Manual,LXI Manual,Hyderabad
1297,2017,Maruti,Alto 800,"20,768",1st Owner,Petrol,"₹3,05,899",Manual,LXI OPT Manual,Hyderabad
1298,2019,Maruti,Dzire,"3,919",1st Owner,Petrol,"₹6,71,299",Manual,VXI Manual,Hyderabad
1299,2017,Maruti,Baleno,"63,831",1st Owner,Petrol,"₹6,14,599",Manual,ZETA 1.2 K12 Manual,Hyderabad
1300,2018,Ford,Ecosport,"18,130",1st Owner,Petrol,"₹8,50,199",Manual,1.5 TITANIUM PLUS TI VCT AT Manual,Hyderabad
1301,2019,Hyundai,GRAND I10 NIOS,"4,318",1st Owner,Petrol,"₹6,65,099",Automatic,SPORTZ 1.2 AT Automatic,Hyderabad
1302,2019,Hyundai,GRAND I10 NIOS,"33,518",1st Owner,Petrol,"₹6,55,899",Manual,Asta Petrol Manual,Hyderabad
1303,2019,Maruti,Eeco,"11,900",1st Owner,Petrol,"₹4,42,099",Manual,5 STR WITH AC PLUSHTR Manual,Hyderabad
1304,2018,Maruti,Baleno,"29,487",1st Owner,Petrol,"₹5,89,499",Manual,DELTA 1.2 K12 Manual,Hyderabad
1305,2020,Maruti,Baleno,"28,752",1st Owner,Petrol,"₹7,46,499",Manual,ALPHA 1.2 K12 Manual,Hyderabad
1306,2019,Maruti,S PRESSO,"29,101",1st Owner,Petrol,"₹4,63,099",Manual,VXI PLUS Manual,Hyderabad
1307,2018,Maruti,IGNIS,"37,009",1st Owner,Petrol,"₹5,01,899",Manual,DELTA 1.2 K12 Manual,Hyderabad
1308,2015,Hyundai,Grand i10,"33,165",1st Owner,Petrol,"₹4,28,999",Manual,SPORTS 1.2 VTVT Manual,Hyderabad
1309,2015,Hyundai,Grand i10,"34,590",2nd Owner,Petrol,"₹4,31,199",Manual,SPORTS 1.2 VTVT Manual,Hyderabad
1310,2016,Hyundai,Grand i10,"7,894",1st Owner,Petrol,"₹4,62,099",Manual,MAGNA 1.2 KAPPA VTVT Manual,Hyderabad
1311,2019,Hyundai,NEW SANTRO,"24,806",1st Owner,Petrol,"₹5,37,399",Manual,1.1 SPORTS AMT Manual,Hyderabad
1312,2012,Maruti,Swift Dzire,"61,888",1st Owner,Diesel,"₹4,37,599",Manual,VDI BS IV Manual,Chennai
1313,2013,Maruti,Wagon R Stingray,"62,374",1st Owner,Petrol,"₹3,21,099",Manual,VXI Manual,Chennai
1314,2013,Maruti,Swift Dzire,"1,19,880",1st Owner,Diesel,"₹4,40,199",Manual,VDI BS IV Manual,Chennai
1315,2016,Volkswagen,Polo,"22,590",1st Owner,Petrol,"₹5,69,499",Manual,HIGHLINE1.2L PETROL Manual,Chennai
1316,2019,Hyundai,Verna,"22,504",1st Owner,Petrol,"₹8,93,699",Manual,1.6 SX VTVT Manual,Chennai
1317,2017,Renault,Kwid,"19,095",1st Owner,Petrol,"₹3,40,799",Manual,RXT Manual,Chennai
1318,2016,Maruti,Baleno,"1,06,788",1st Owner,Petrol,"₹5,60,599",Manual,ZETA 1.2 K12 Manual,Chennai
1319,2016,Maruti,Ertiga,"35,317",1st Owner,Petrol,"₹7,42,199",Manual,ZXI Manual,Chennai
1320,2020,Hyundai,VENUE,"17,570",1st Owner,Petrol,"₹7,64,599",Manual,S MT 1.2 KAPPA Manual,Chennai
1321,2019,Maruti,Celerio X,"13,497",1st Owner,Petrol,"₹5,10,799",Automatic,ZXI OPT AMT Automatic,Chennai
1322,2017,Maruti,Wagon R 1.0,"24,080",1st Owner,Petrol,"₹4,30,599",Manual,VXI Manual,Chennai
1323,2017,Maruti,Eeco,"26,035",1st Owner,Petrol,"₹4,19,999",Manual,5 STR WITH AC PLUSHTR Manual,Chennai
1324,2014,Hyundai,Elite i20,"76,518",1st Owner,Petrol,"₹5,08,199",Manual,SPORTZ 1.2 Manual,Chennai
1325,2015,Volkswagen,Vento,"68,215",2nd Owner,Diesel,"₹6,29,499",Automatic,HIGHLINE TDI AT Automatic,Chennai
1326,2017,Volkswagen,Ameo,"16,280",2nd Owner,Petrol,"₹5,13,299",Manual,COMFORTLINE 1.2 Manual,Chennai
1327,2020,Honda,City,"5,581",1st Owner,Petrol,"₹9,87,399",Manual,SV MT PETROL Manual,Chennai
1328,2018,Hyundai,Verna,"26,402",2nd Owner,Petrol,"₹8,60,799",Manual,1.6 SX VTVT Manual,Chennai
1329,2017,Maruti,Celerio,"42,636",1st Owner,Petrol,"₹4,07,799",Manual,VXI (O) Manual,Chennai
